invoice,stockcode,description,quantity,invoicedate,price,customer_id,country,total_sales,year,month,month_name,day_of_week,hour,quarter
515418,22198,Large Popcorn Holder,2,2010-07-12 13:11:00,1.65,17841,United Kingdom,3.3,2010,7,Jul,Monday,13,3
515458,20914,Set/5 Red Spotty Lid Glass Bowls,6,2010-07-12 15:37:00,2.95,17677,United Kingdom,17.700000000000003,2010,7,Jul,Monday,15,3
515506,20725,Lunch Bag Red Spotty,10,2010-07-13 11:26:00,1.65,15039,United Kingdom,16.5,2010,7,Jul,Tuesday,11,3
515510,22326,Round Snack Boxes Set Of4 Woodland,1,2010-07-13 11:57:00,2.95,15563,United Kingdom,2.95,2010,7,Jul,Tuesday,11,3
515510,84077,World War 2 Gliders Asstd Designs,48,2010-07-13 11:57:00,0.21,15563,United Kingdom,10.08,2010,7,Jul,Tuesday,11,3
515588,21527,Red Retrospot Traditional Teapot,2,2010-07-13 13:11:00,7.95,14156,EIRE,15.9,2010,7,Jul,Tuesday,13,3
515605,22611,Vintage Union Jack Shopping Bag,7,2010-07-13 14:50:00,4.95,14878,United Kingdom,34.65,2010,7,Jul,Tuesday,14,3
515625,21877,Home Sweet Home Mug,12,2010-07-14 10:14:00,1.25,13267,United Kingdom,15.0,2010,7,Jul,Wednesday,10,3
515704,85015,Set Of 12  Vintage Postcard Set,6,2010-07-14 12:31:00,2.55,14640,United Kingdom,15.3,2010,7,Jul,Wednesday,12,3
515742,21578,Woodland Design  Cotton Tote Bag,6,2010-07-14 13:01:00,2.25,15332,Lithuania,13.5,2010,7,Jul,Wednesday,13,3
515879,85099C,Jumbo  Bag Baroque Black White,10,2010-07-15 11:44:00,1.95,16779,United Kingdom,19.5,2010,7,Jul,Thursday,11,3
515880,21625,Vintage Union Jack Apron,3,2010-07-15 11:47:00,6.95,14107,United Kingdom,20.85,2010,7,Jul,Thursday,11,3
515884,21240,Blue  Spotty Cup,8,2010-07-15 12:00:00,0.85,16435,United Kingdom,6.8,2010,7,Jul,Thursday,12,3
515888,21534,Dairy Maid Large Milk Jug,3,2010-07-15 12:09:00,4.95,16279,United Kingdom,14.85,2010,7,Jul,Thursday,12,3
515902,22423,Regency Cakestand 3 Tier,3,2010-07-15 12:36:00,12.75,13649,United Kingdom,38.25,2010,7,Jul,Thursday,12,3
515908,85232B,Set/3 Russian Doll Stacking Tins,1,2010-07-15 13:15:00,4.95,13772,United Kingdom,4.95,2010,7,Jul,Thursday,13,3
515908,21474,Sweetheart Cream Steel Foldin Bench,1,2010-07-15 13:15:00,19.95,13772,United Kingdom,19.95,2010,7,Jul,Thursday,13,3
515932,37479B,Cubic Mug Flock Blue On Brown,288,2010-07-15 14:47:00,0.8,18102,United Kingdom,42.075,2010,7,Jul,Thursday,14,3
515937,21610,Set 12 Pear Botanical T-Lights,1,2010-07-15 15:01:00,2.95,17968,United Kingdom,2.95,2010,7,Jul,Thursday,15,3
515948,22301,Coffee Mug Cat + Bird Design,6,2010-07-15 15:51:00,2.55,12490,France,15.3,2010,7,Jul,Thursday,15,3
516004,22468,Babushka Lights String Of 10,4,2010-07-16 09:21:00,6.75,13296,United Kingdom,27.0,2010,7,Jul,Friday,9,3
516007,21035,Set/2 Red Spotty Tea Towels,6,2010-07-16 09:34:00,2.95,12986,United Kingdom,17.700000000000003,2010,7,Jul,Friday,9,3
516060,47570B,Tea Time Table Cloth,2,2010-07-16 11:44:00,10.65,16143,United Kingdom,21.3,2010,7,Jul,Friday,11,3
516079,20983,12 Pencils Tall Tube Red Spotty,12,2010-07-16 11:56:00,0.85,14739,United Kingdom,10.2,2010,7,Jul,Friday,11,3
516107,48184,Doormat English Rose,2,2010-07-16 12:44:00,7.49,17611,United Kingdom,14.98,2010,7,Jul,Friday,12,3
516112,84839,Sweetheart Key Cabinet,2,2010-07-16 13:53:00,6.75,13958,United Kingdom,13.5,2010,7,Jul,Friday,13,3
516116,21071,Vintage Billboard Drink Me Mug,5,2010-07-16 14:23:00,1.25,15452,United Kingdom,6.25,2010,7,Jul,Friday,14,3
516119,84509C,Set Of 4 Dotty Placemats,4,2010-07-16 14:41:00,3.75,14156,EIRE,15.0,2010,7,Jul,Friday,14,3
516119,85121C,Retro Laundry Tub Pistachio,2,2010-07-16 14:41:00,8.5,14156,EIRE,17.0,2010,7,Jul,Friday,14,3
516154,21590,Kings Choice Cigar Box Matches,1,2010-07-18 11:36:00,1.25,17541,United Kingdom,1.25,2010,7,Jul,Sunday,11,3
516158,21143,Antique Glass Heart Decoration,12,2010-07-18 11:49:00,1.95,16950,United Kingdom,23.4,2010,7,Jul,Sunday,11,3
516158,22595,Christmas Gingham Heart,48,2010-07-18 11:49:00,0.85,16950,United Kingdom,40.8,2010,7,Jul,Sunday,11,3
516184,22602,Christmas Retrospot Heart Wood,10,2010-07-18 15:45:00,0.85,14343,United Kingdom,8.5,2010,7,Jul,Sunday,15,3
516184,22624,Ivory Kitchen Scales,1,2010-07-18 15:45:00,8.5,14343,United Kingdom,8.5,2010,7,Jul,Sunday,15,3
516185,22553,Plasters In Tin Skulls,2,2010-07-18 15:48:00,1.65,14546,United Kingdom,3.3,2010,7,Jul,Sunday,15,3
516189,22030,Swallows Greeting Card,24,2010-07-18 15:56:00,0.42,12625,Germany,10.08,2010,7,Jul,Sunday,15,3
516193,22567,20 Dolly Pegs Retrospot,12,2010-07-19 10:02:00,1.25,12696,Finland,15.0,2010,7,Jul,Monday,10,3
516224,22067,Choc Truffle Gold Trinket Pot,6,2010-07-19 11:23:00,1.65,15039,United Kingdom,9.9,2010,7,Jul,Monday,11,3
516263,22355,Charlotte Bag Suki Design,4,2010-07-19 11:59:00,0.85,17841,United Kingdom,3.4,2010,7,Jul,Monday,11,3
516264,85183B,Charlie & Lola Wastepaper Bin Flora,1,2010-07-19 12:04:00,3.75,13734,United Kingdom,3.75,2010,7,Jul,Monday,12,3
516264,21032,Space Cadet White,10,2010-07-19 12:04:00,1.25,13734,United Kingdom,12.5,2010,7,Jul,Monday,12,3
516266,22557,Plasters In Tin Vintage Paisley,3,2010-07-19 12:13:00,1.65,15967,United Kingdom,4.949999999999999,2010,7,Jul,Monday,12,3
516447,22367,Childrens Apron Spaceboy Design,8,2010-07-20 12:32:00,1.95,16129,United Kingdom,15.6,2010,7,Jul,Tuesday,12,3
516452,22236,Cake Stand 3 Tier Magic Garden,1,2010-07-20 13:17:00,12.75,13154,United Kingdom,12.75,2010,7,Jul,Tuesday,13,3
516455,21172,Party Metal Sign,12,2010-07-20 13:35:00,1.45,16168,United Kingdom,17.4,2010,7,Jul,Tuesday,13,3
516486,POST,Postage,6,2010-07-21 09:55:00,18.0,12720,Germany,42.075,2010,7,Jul,Wednesday,9,3
516488,21910,Way Out Metal Sign,12,2010-07-21 10:04:00,1.65,17865,United Kingdom,19.8,2010,7,Jul,Wednesday,10,3
516488,84991,60 Teatime Fairy Cake Cases,24,2010-07-21 10:04:00,0.55,17865,United Kingdom,13.2,2010,7,Jul,Wednesday,10,3
516536,22090,Paper Bunting Retro Spots,40,2010-07-21 11:36:00,2.55,16422,United Kingdom,42.075,2010,7,Jul,Wednesday,11,3
516569,22136,Love Heart Sock Hanger,24,2010-07-21 12:45:00,1.65,13093,United Kingdom,39.6,2010,7,Jul,Wednesday,12,3
516590,21928,Jumbo Bag Scandinavian Paisley,2,2010-07-21 13:47:00,1.95,15005,United Kingdom,3.9,2010,7,Jul,Wednesday,13,3
516591,21509,Cowboys And Indians Birthday Card,24,2010-07-21 13:57:00,0.42,12872,United Kingdom,10.08,2010,7,Jul,Wednesday,13,3
516591,85152,Hand Over The Chocolate   Sign,2,2010-07-21 13:57:00,2.1,12872,United Kingdom,4.2,2010,7,Jul,Wednesday,13,3
516609,22434,Balloon Pump With 10 Balloons,3,2010-07-21 14:39:00,1.95,17338,United Kingdom,5.85,2010,7,Jul,Wednesday,14,3
516725,84880,White Wire Egg Holder,12,2010-07-22 13:06:00,4.95,16814,United Kingdom,42.075,2010,7,Jul,Thursday,13,3
516730,22631,Circus Parade Lunch Box,2,2010-07-22 13:39:00,1.95,17068,United Kingdom,3.9,2010,7,Jul,Thursday,13,3
516749,84508C,Blue Circles Design Teddy,1,2010-07-22 15:33:00,2.55,14099,United Kingdom,2.55,2010,7,Jul,Thursday,15,3
516752,21186,White Dove Honeycomb Paper Garland,6,2010-07-22 16:01:00,1.65,13031,United Kingdom,9.9,2010,7,Jul,Thursday,16,3
516786,85099B,Jumbo Bag Red Retrospot,200,2010-07-23 09:45:00,1.65,15769,United Kingdom,42.075,2010,7,Jul,Friday,9,3
516870,22547,Mini Jigsaw Dinosaur,16,2010-07-23 12:32:00,0.42,14085,United Kingdom,6.72,2010,7,Jul,Friday,12,3
516919,21688,Silver Plate Candle Bowl Small,6,2010-07-25 11:34:00,2.95,17096,United Kingdom,17.700000000000003,2010,7,Jul,Sunday,11,3
516925,21349,Ivy Heart Wreath,16,2010-07-25 12:16:00,5.95,15946,United Kingdom,42.075,2010,7,Jul,Sunday,12,3
516936,72750B,Flower Fairy Set 3 Candles Lavender,8,2010-07-25 13:34:00,1.95,13239,United Kingdom,15.6,2010,7,Jul,Sunday,13,3
516937,22417,Pack Of 60 Spaceboy Cake Cases,24,2010-07-25 13:35:00,0.55,16155,United Kingdom,13.2,2010,7,Jul,Sunday,13,3
516940,82483,Wood 2 Drawer Cabinet White Finish,6,2010-07-25 14:22:00,5.95,17858,United Kingdom,35.7,2010,7,Jul,Sunday,14,3
516962,22423,Regency Cakestand 3 Tier,1,2010-07-26 09:04:00,12.75,12476,Germany,12.75,2010,7,Jul,Monday,9,3
516964,22423,Regency Cakestand 3 Tier,16,2010-07-26 09:12:00,10.95,16210,United Kingdom,42.075,2010,7,Jul,Monday,9,3
516975,17003,Brocade Ring Purse,36,2010-07-26 10:42:00,0.21,14000,United Kingdom,7.56,2010,7,Jul,Monday,10,3
517017,21544,Skulls  Water Transfer Tattoos,12,2010-07-26 11:34:00,0.85,13004,United Kingdom,10.2,2010,7,Jul,Monday,11,3
517042,21843,Red Retrospot Cake Stand,1,2010-07-26 11:46:00,10.95,13069,United Kingdom,10.95,2010,7,Jul,Monday,11,3
517042,84536B,Fairy Cakes Notebook A7 Size,5,2010-07-26 11:46:00,0.42,13069,United Kingdom,2.1,2010,7,Jul,Monday,11,3
517042,20996,Jazz Hearts Address Book,5,2010-07-26 11:46:00,0.42,13069,United Kingdom,2.1,2010,7,Jul,Monday,11,3
517042,21213,Pack Of 72 Skull Cake Cases,120,2010-07-26 11:46:00,0.42,13069,United Kingdom,42.075,2010,7,Jul,Monday,11,3
517046,22714,Card Birthday Cowboy,24,2010-07-26 11:58:00,0.42,18245,United Kingdom,10.08,2010,7,Jul,Monday,11,3
517104,21077,Set/20 Woodland Paper Napkins,2,2010-07-26 15:16:00,0.85,14606,United Kingdom,1.7,2010,7,Jul,Monday,15,3
517106,20973,12 Pencil Small Tube Woodland,5,2010-07-26 15:17:00,0.65,12867,United Kingdom,3.25,2010,7,Jul,Monday,15,3
517120,22595,Christmas Gingham Heart,12,2010-07-27 09:05:00,0.85,15142,United Kingdom,10.2,2010,7,Jul,Tuesday,9,3
517155,22563,Happy Stencil Craft,12,2010-07-27 10:49:00,1.25,12853,United Kingdom,15.0,2010,7,Jul,Tuesday,10,3
517193,22611,Vintage Union Jack Shopping Bag,3,2010-07-27 11:37:00,4.95,13078,United Kingdom,14.85,2010,7,Jul,Tuesday,11,3
517238,20615,Blue Spotty Passport Cover,1,2010-07-27 14:04:00,2.1,17841,United Kingdom,2.1,2010,7,Jul,Tuesday,14,3
517252,22631,Circus Parade Lunch Box,2,2010-07-27 15:32:00,1.95,12637,France,3.9,2010,7,Jul,Tuesday,15,3
517253,22056,Ceramic Plate Love Heart Design,174,2010-07-27 15:45:00,0.87,18102,United Kingdom,42.075,2010,7,Jul,Tuesday,15,3
517275,21541,Dinosaurs Water Transfer Tattoos,12,2010-07-28 10:21:00,0.85,15228,United Kingdom,10.2,2010,7,Jul,Wednesday,10,3
517321,20728,Lunch Bag Cars Blue,20,2010-07-28 12:05:00,1.65,14680,United Kingdom,33.0,2010,7,Jul,Wednesday,12,3
517330,84270,Asstd Design Bubble Gum Ring,30,2010-07-28 12:58:00,0.21,17314,United Kingdom,6.3,2010,7,Jul,Wednesday,12,3
517337,21231,Sweetheart Ceramic Trinket Box,12,2010-07-28 13:38:00,1.25,16177,United Kingdom,15.0,2010,7,Jul,Wednesday,13,3
517339,85064,Cream Sweetheart Letter Rack,1,2010-07-28 13:51:00,5.45,16085,United Kingdom,5.45,2010,7,Jul,Wednesday,13,3
517340,48194,Doormat Hearts,2,2010-07-28 14:02:00,7.49,16255,United Kingdom,14.98,2010,7,Jul,Wednesday,14,3
517351,21062,Party Invites Spaceman,12,2010-07-28 14:43:00,0.85,12484,Spain,10.2,2010,7,Jul,Wednesday,14,3
517372,21279,Vintage Kitchen Print Fruits,1,2010-07-28 17:04:00,2.55,15353,United Kingdom,2.55,2010,7,Jul,Wednesday,17,3
517381,84912B,Green Rose Washbag,2,2010-07-28 17:18:00,3.75,14461,United Kingdom,7.5,2010,7,Jul,Wednesday,17,3
517384,90203,Silver Charm Necklace 70Cm,1,2010-07-28 17:46:00,7.5,16984,United Kingdom,7.5,2010,7,Jul,Wednesday,17,3
517403,85232D,Set/3 Decoupage Stacking Tins,2,2010-07-29 10:46:00,4.95,14606,United Kingdom,9.9,2010,7,Jul,Thursday,10,3
517474,21754,Home Building Block Word,3,2010-07-29 12:03:00,5.95,12609,Germany,17.85,2010,7,Jul,Thursday,12,3
517486,22508,Doorstop Retrospot Heart,4,2010-07-29 12:33:00,3.75,17168,United Kingdom,15.0,2010,7,Jul,Thursday,12,3
517529,22588,Card Holder Gingham Heart,6,2010-07-29 14:57:00,2.55,16992,United Kingdom,15.3,2010,7,Jul,Thursday,14,3
517541,82483,Wood 2 Drawer Cabinet White Finish,2,2010-07-29 16:25:00,5.95,16933,United Kingdom,11.9,2010,7,Jul,Thursday,16,3
517542,21330,Woodland Animal  Writing Set,1,2010-07-29 16:35:00,1.65,15021,United Kingdom,1.65,2010,7,Jul,Thursday,16,3
517549,21213,Pack Of 72 Skull Cake Cases,1,2010-07-29 17:30:00,0.55,16782,United Kingdom,0.55,2010,7,Jul,Thursday,17,3
517550,21673,White Spot Blue Ceramic Drawer Knob,12,2010-07-29 18:30:00,1.25,12836,United Kingdom,15.0,2010,7,Jul,Thursday,18,3
517578,22557,Plasters In Tin Vintage Paisley,12,2010-07-30 10:44:00,1.65,14346,United Kingdom,19.8,2010,7,Jul,Friday,10,3
517653,21212,Pack Of 72 Retro Spot Cake Cases,24,2010-07-30 14:15:00,0.55,13329,United Kingdom,13.2,2010,7,Jul,Friday,14,3
517710,71053,White Metal Lantern,24,2010-08-01 11:15:00,3.39,15039,United Kingdom,42.075,2010,8,Aug,Sunday,11,3
517714,20860,Gold Cosmetics Bag With Butterfly,3,2010-08-01 11:22:00,2.1,13869,United Kingdom,6.300000000000001,2010,8,Aug,Sunday,11,3
517732,22667,Recipe Box Retro Spot Design,1,2010-08-01 13:48:00,2.95,17618,United Kingdom,2.95,2010,8,Aug,Sunday,13,3
517734,20727,Lunch Bag  Black Skull.,2,2010-08-01 14:18:00,1.65,14404,United Kingdom,3.3,2010,8,Aug,Sunday,14,3
517747,20685,Doormat Red Spot,2,2010-08-02 09:18:00,7.49,17049,United Kingdom,14.98,2010,8,Aug,Monday,9,3
517755,48188,Doormat Welcome Puppies,2,2010-08-02 10:29:00,7.49,13647,United Kingdom,14.98,2010,8,Aug,Monday,10,3
517756,85099B,Jumbo Bag Red Retrospot,20,2010-08-02 10:30:00,1.95,14844,United Kingdom,39.0,2010,8,Aug,Monday,10,3
517761,21733,Red Hanging Heart T-Light Holder,5,2010-08-02 11:07:00,2.95,13888,United Kingdom,14.75,2010,8,Aug,Monday,11,3
517859,22114,Hot Water Bottle Tea And Sympathy,2,2010-08-02 14:02:00,3.95,13357,United Kingdom,7.9,2010,8,Aug,Monday,14,3
517862,21143,Antique Glass Heart Decoration,12,2010-08-02 14:11:00,1.95,14667,United Kingdom,23.4,2010,8,Aug,Monday,14,3
517863,22364,Glass Jar Digestive Biscuits,6,2010-08-02 14:16:00,2.95,16227,United Kingdom,17.700000000000003,2010,8,Aug,Monday,14,3
517864,84975,Heart Shaped Mirror,6,2010-08-02 14:16:00,1.69,14194,United Kingdom,10.14,2010,8,Aug,Monday,14,3
517865,22391,Paperweight Home Sweet Home,2,2010-08-02 14:24:00,2.55,16655,United Kingdom,5.1,2010,8,Aug,Monday,14,3
517871,22155,Star Decoration Rustic,1,2010-08-02 15:25:00,0.42,16814,United Kingdom,0.42,2010,8,Aug,Monday,15,3
517882,21930,Jumbo Storage Bag Skulls,2,2010-08-02 17:06:00,1.95,14469,United Kingdom,3.9,2010,8,Aug,Monday,17,3
517900,21324,Hanging Medina Lantern Small,6,2010-08-03 09:14:00,2.95,16784,United Kingdom,17.700000000000003,2010,8,Aug,Tuesday,9,3
517931,20972,Pink Cream Felt Craft Trinket Box,4,2010-08-03 10:42:00,1.25,16161,United Kingdom,5.0,2010,8,Aug,Tuesday,10,3
517931,21431,Green Gingham Flower Jewellery Box,3,2010-08-03 10:42:00,1.65,16161,United Kingdom,4.949999999999999,2010,8,Aug,Tuesday,10,3
517952,22138,Baking Set 9 Piece Retrospot,6,2010-08-03 11:54:00,4.95,13047,United Kingdom,29.700000000000003,2010,8,Aug,Tuesday,11,3
517974,22489,Pack Of 12 Traditional Crayons,24,2010-08-03 13:55:00,0.42,14911,EIRE,10.08,2010,8,Aug,Tuesday,13,3
517977,22540,Mini Jigsaw Circus Parade,2,2010-08-03 14:23:00,0.42,16938,United Kingdom,0.84,2010,8,Aug,Tuesday,14,3
517977,22706,Wrap Cowboys,25,2010-08-03 14:23:00,0.42,16938,United Kingdom,10.5,2010,8,Aug,Tuesday,14,3
517982,22185,Slate Tile Natural Hanging,12,2010-08-03 14:54:00,1.65,16133,United Kingdom,19.8,2010,8,Aug,Tuesday,14,3
517985,22518,Childs Garden Brush Blue,2,2010-08-03 15:14:00,2.1,17238,United Kingdom,4.2,2010,8,Aug,Tuesday,15,3
518055,22694,Wicker Star,4,2010-08-04 11:46:00,2.1,16883,United Kingdom,8.4,2010,8,Aug,Wednesday,11,3
518061,84949,Silver Hanging T-Light Holder,2,2010-08-04 12:19:00,1.65,15311,United Kingdom,3.3,2010,8,Aug,Wednesday,12,3
518067,84678,Classical Rose Small Vase,6,2010-08-04 12:54:00,2.55,15817,United Kingdom,15.3,2010,8,Aug,Wednesday,12,3
518067,22639,Set Of 4 Napkin Charms Hearts,12,2010-08-04 12:54:00,2.55,15817,United Kingdom,30.6,2010,8,Aug,Wednesday,12,3
518086,21061,Party Invites Football,24,2010-08-04 14:27:00,0.85,16722,United Kingdom,20.4,2010,8,Aug,Wednesday,14,3
518140,22581,Wood Stocking Christmas Scandispot,24,2010-08-04 16:05:00,0.85,15387,United Kingdom,20.4,2010,8,Aug,Wednesday,16,3
518150,21066,Vintage Red Mug,36,2010-08-04 17:39:00,0.38,13571,United Kingdom,13.68,2010,8,Aug,Wednesday,17,3
518159,47559B,Tea Time Oven Glove,10,2010-08-05 10:38:00,1.25,13239,United Kingdom,12.5,2010,8,Aug,Thursday,10,3
518200,21094,Set/6 Red Spotty Paper Plates,12,2010-08-05 11:24:00,0.85,17581,United Kingdom,10.2,2010,8,Aug,Thursday,11,3
518201,21892,Traditional Wooden Catch Cup Game,12,2010-08-05 11:30:00,1.25,17156,United Kingdom,15.0,2010,8,Aug,Thursday,11,3
518201,21329,Dinosaurs  Writing Set,12,2010-08-05 11:30:00,1.65,17156,United Kingdom,19.8,2010,8,Aug,Thursday,11,3
518203,21171,Bathroom Metal Sign,12,2010-08-05 11:34:00,1.45,13089,United Kingdom,17.4,2010,8,Aug,Thursday,11,3
518220,22352,Lunch Box With Cutlery Retrospot,4,2010-08-05 13:31:00,2.55,14049,United Kingdom,10.2,2010,8,Aug,Thursday,13,3
518224,21718,Red Metal Beach Spade,24,2010-08-05 14:11:00,1.25,15400,United Kingdom,30.0,2010,8,Aug,Thursday,14,3
518230,22645,Ceramic Heart Fairy Cake Money Bank,2,2010-08-05 15:14:00,1.45,14395,United Kingdom,2.9,2010,8,Aug,Thursday,15,3
518261,82482,Wooden Picture Frame White Finish,5,2010-08-05 18:42:00,2.55,17921,United Kingdom,12.75,2010,8,Aug,Thursday,18,3
518268,21843,Red Retrospot Cake Stand,1,2010-08-05 19:08:00,10.95,15260,United Kingdom,10.95,2010,8,Aug,Thursday,19,3
518333,22691,Doormat Welcome Sunrise,2,2010-08-06 12:41:00,7.49,15808,United Kingdom,14.98,2010,8,Aug,Friday,12,3
518348,48111,Doormat 3 Smiley Cats,2,2010-08-06 14:15:00,7.49,17646,United Kingdom,14.98,2010,8,Aug,Friday,14,3
518358,22489,Pack Of 12 Traditional Crayons,24,2010-08-06 15:21:00,0.42,16571,United Kingdom,10.08,2010,8,Aug,Friday,15,3
518391,21231,Sweetheart Ceramic Trinket Box,5,2010-08-08 12:24:00,1.25,16939,United Kingdom,6.25,2010,8,Aug,Sunday,12,3
518406,22403,Magnets Pack Of 4 Vintage Labels,3,2010-08-08 14:26:00,1.25,17802,United Kingdom,3.75,2010,8,Aug,Sunday,14,3
518411,47559B,Tea Time Oven Glove,2,2010-08-08 14:51:00,1.25,14575,United Kingdom,2.5,2010,8,Aug,Sunday,14,3
518422,71459,Hanging Jam Jar T-Light Holder,96,2010-08-09 08:55:00,0.72,16839,United Kingdom,42.075,2010,8,Aug,Monday,8,3
518426,22534,Magic Drawing Slate Spaceboy,48,2010-08-09 09:45:00,0.42,16170,United Kingdom,20.16,2010,8,Aug,Monday,9,3
518432,21531,Red Retrospot Sugar Jam Bowl,6,2010-08-09 11:06:00,2.55,14625,United Kingdom,15.3,2010,8,Aug,Monday,11,3
518481,21934,Skull Shoulder Bag,6,2010-08-09 12:22:00,1.65,17841,United Kingdom,9.9,2010,8,Aug,Monday,12,3
518500,21669,Blue Stripe Ceramic Drawer Knob,2,2010-08-09 12:51:00,1.25,17137,United Kingdom,2.5,2010,8,Aug,Monday,12,3
518510,10002,Inflatable Political Globe,12,2010-08-09 14:45:00,0.85,14631,United Kingdom,10.2,2010,8,Aug,Monday,14,3
518510,22620,4 Traditional Spinning Tops,12,2010-08-09 14:45:00,1.25,14631,United Kingdom,15.0,2010,8,Aug,Monday,14,3
518519,90161A,Ant Copper Red Boudicca Bracelet,3,2010-08-09 15:33:00,4.95,17482,United Kingdom,14.85,2010,8,Aug,Monday,15,3
518532,82597,Bombs Away Metal Sign,24,2010-08-09 15:56:00,2.1,17838,United Kingdom,42.075,2010,8,Aug,Monday,15,3
518553,10002,Inflatable Political Globe,12,2010-08-10 08:49:00,0.85,16279,United Kingdom,10.2,2010,8,Aug,Tuesday,8,3
518613,20684,Strawberry Dream Childs Umbrella,1,2010-08-10 12:37:00,3.25,16713,United Kingdom,3.25,2010,8,Aug,Tuesday,12,3
518661,22502,Picnic Basket Wicker Small,4,2010-08-10 14:07:00,4.25,16926,United Kingdom,17.0,2010,8,Aug,Tuesday,14,3
518661,22064,Pink Doughnut Trinket Pot,6,2010-08-10 14:07:00,1.65,16926,United Kingdom,9.9,2010,8,Aug,Tuesday,14,3
518663,22413,Metal Sign Take It Or Leave It,1,2010-08-10 14:27:00,2.95,14044,United Kingdom,2.95,2010,8,Aug,Tuesday,14,3
518671,84946,Antique Silver Tea Glass Etched,12,2010-08-10 15:31:00,1.25,13880,United Kingdom,15.0,2010,8,Aug,Tuesday,15,3
518672,47568,English Rose Design Peg Bag,2,2010-08-10 15:47:00,2.1,17191,United Kingdom,4.2,2010,8,Aug,Tuesday,15,3
518673,21738,Cosy Slipper Shoes Small  Red,36,2010-08-10 16:10:00,2.55,14646,Netherlands,42.075,2010,8,Aug,Tuesday,16,3
518679,90062,Carnival Bracelet,6,2010-08-10 17:02:00,12.75,13421,United Kingdom,42.075,2010,8,Aug,Tuesday,17,3
518681,20828,Glitter Butterfly Clips,5,2010-08-10 17:09:00,2.55,17799,United Kingdom,12.75,2010,8,Aug,Tuesday,17,3
518751,21930,Jumbo Storage Bag Skulls,10,2010-08-11 12:28:00,1.95,18145,United Kingdom,19.5,2010,8,Aug,Wednesday,12,3
518771,85018B,S/6 Paper Boxes Blossom Images,1,2010-08-11 15:21:00,4.25,14736,United Kingdom,4.25,2010,8,Aug,Wednesday,15,3
518791,15034,Paper Pocket Traveling Fan,24,2010-08-12 09:43:00,0.14,16477,United Kingdom,3.3600000000000003,2010,8,Aug,Thursday,9,3
518792,35811A,Enamel Pink Sugar Container,48,2010-08-12 10:00:00,0.85,13694,United Kingdom,40.8,2010,8,Aug,Thursday,10,3
518857,84536B,Fairy Cakes Notebook A7 Size,2,2010-08-12 12:33:00,0.42,15719,United Kingdom,0.84,2010,8,Aug,Thursday,12,3
518857,22029,Spaceboy Birthday Card,12,2010-08-12 12:33:00,0.42,15719,United Kingdom,5.04,2010,8,Aug,Thursday,12,3
518866,22667,Recipe Box Retro Spot Design,6,2010-08-12 12:47:00,2.95,13901,United Kingdom,17.700000000000003,2010,8,Aug,Thursday,12,3
518907,22488,Natural Slate Rectangle Chalkboard,4,2010-08-12 14:32:00,1.65,17757,United Kingdom,6.6,2010,8,Aug,Thursday,14,3
518910,22604,Set Of 4 Napkin Charms Cutlery,1,2010-08-12 14:35:00,2.55,15984,United Kingdom,2.55,2010,8,Aug,Thursday,14,3
518959,21067,Vintage Red Teatime Mug,36,2010-08-12 15:32:00,0.38,13078,United Kingdom,13.68,2010,8,Aug,Thursday,15,3
518977,21288,Stripey Chocolate Nesting Boxes,1,2010-08-12 16:27:00,2.95,15581,United Kingdom,2.95,2010,8,Aug,Thursday,16,3
518989,79321,Chilli Lights,6,2010-08-12 17:20:00,4.95,12959,United Kingdom,29.700000000000003,2010,8,Aug,Thursday,17,3
519001,17084R,Assorted Incense Pack,72,2010-08-12 18:11:00,0.21,18168,United Kingdom,15.12,2010,8,Aug,Thursday,18,3
519005,85152,Hand Over The Chocolate   Sign,2,2010-08-12 19:18:00,2.1,16549,United Kingdom,4.2,2010,8,Aug,Thursday,19,3
519005,85199S,Small Hanging Ivory/Red Wood Bird,6,2010-08-12 19:18:00,0.42,16549,United Kingdom,2.52,2010,8,Aug,Thursday,19,3
519172,15056BL,Edwardian Parasol Black,6,2010-08-13 14:09:00,5.95,14031,United Kingdom,35.7,2010,8,Aug,Friday,14,3
519173,21977,Pack Of 60 Pink Paisley Cake Cases,2,2010-08-13 14:20:00,0.55,18225,United Kingdom,1.1,2010,8,Aug,Friday,14,3
519177,22662,Lunch Bag Dolly Girl Design,10,2010-08-13 14:40:00,1.65,17589,United Kingdom,16.5,2010,8,Aug,Friday,14,3
519177,21669,Blue Stripe Ceramic Drawer Knob,12,2010-08-13 14:40:00,1.25,17589,United Kingdom,15.0,2010,8,Aug,Friday,14,3
519186,85123A,White Hanging Heart T-Light Holder,12,2010-08-13 15:27:00,2.95,15938,United Kingdom,35.400000000000006,2010,8,Aug,Friday,15,3
519192,M,Manual,1,2010-08-13 16:58:00,7.95,14525,United Kingdom,7.95,2010,8,Aug,Friday,16,3
519231,22630,Dolly Girl Lunch Box,2,2010-08-15 13:05:00,1.95,17372,United Kingdom,3.9,2010,8,Aug,Sunday,13,3
519239,22595,Christmas Gingham Heart,12,2010-08-15 13:42:00,0.85,14996,United Kingdom,10.2,2010,8,Aug,Sunday,13,3
519241,22556,Plasters In Tin Circus Parade,4,2010-08-15 14:01:00,1.65,14415,United Kingdom,6.6,2010,8,Aug,Sunday,14,3
