customer_id,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,RFM_total,segment
13886,1,243.56,71,3,1,2,312,6,Promising
13887,1,349.55,204,2,1,2,212,5,Lost
13888,7,1982.4650000000001,120,3,4,4,344,11,Loyal Customers
13889,6,1907.38,93,3,4,4,344,11,Loyal Customers
13890,14,2919.0550000000003,1,5,5,5,555,15,Champions
13891,3,853.6850000000001,378,2,3,3,233,8,At Risk
13892,6,794.0550000000001,27,4,4,3,443,11,Loyal Customers
13893,1,494.32500000000005,298,2,1,2,212,5,Lost
13894,3,527.45,24,4,3,3,433,10,Loyal Customers
13895,6,3682.02,28,4,4,5,445,13,Champions
13896,1,345.2,626,1,1,2,112,4,Lost
13897,3,1145.27,50,4,3,4,434,11,Loyal Customers
13898,2,686.4,326,2,2,3,223,7,Need Attention
13899,2,379.595,16,5,2,2,522,9,Recent Customers
13900,6,1516.42,183,3,4,4,344,11,Loyal Customers
13901,15,5576.115,72,3,5,5,355,13,Loyal Customers
13902,5,2559.885,632,1,4,5,145,10,At Risk
13903,1,165.45000000000002,400,2,1,1,211,4,Lost
13904,2,332.64,37,4,2,2,422,8,Recent Customers
13905,1,223.925,733,1,1,1,111,3,Lost
13906,1,42.0,409,2,1,1,211,4,Lost
13907,1,136.8,692,1,1,1,111,3,Lost
13908,4,2212.64,80,3,3,4,334,10,Loyal Customers
13909,2,282.85,423,1,2,2,122,5,Need Attention
13911,20,3888.565,57,4,5,5,455,14,Champions
13912,1,124.95,424,1,1,1,111,3,Lost
13913,1,42.22,507,1,1,1,111,3,Lost
13914,2,605.3,12,5,2,3,523,10,Recent Customers
13915,1,59.775000000000006,394,2,1,1,211,4,Lost
13916,4,1192.885,464,1,3,4,134,8,At Risk
13917,2,272.04,50,4,2,2,422,8,Recent Customers
13918,2,795.375,50,4,2,3,423,9,Recent Customers
13919,4,1341.33,59,4,3,4,434,11,Loyal Customers
13920,4,1567.33,432,1,3,4,134,8,At Risk
13921,4,730.7,402,2,3,3,233,8,At Risk
13922,3,729.375,352,2,3,3,233,8,At Risk
13923,1,351.13,54,4,1,2,412,7,Recent Customers
13924,6,1838.8500000000001,2,5,4,4,544,13,Champions
13925,4,678.25,93,3,3,3,333,9,Loyal Customers
13926,1,223.85000000000002,23,4,1,1,411,6,Recent Customers
13927,2,708.26,75,3,2,3,323,8,Potential Loyalists
13928,4,464.57,11,5,3,2,532,10,Potential Loyalists
13929,11,1663.365,169,3,5,4,354,12,Loyal Customers
13930,2,337.34,58,4,2,2,422,8,Recent Customers
13931,11,4905.645,96,3,5,5,355,13,Loyal Customers
13932,1,307.4,295,2,1,2,212,5,Lost
13933,2,569.49,109,3,2,3,323,8,Potential Loyalists
13934,1,782.475,264,2,1,3,213,6,Others
13935,3,2952.155,597,1,3,5,135,9,At Risk
13936,3,939.6600000000001,180,3,3,3,333,9,Loyal Customers
13937,2,880.13,169,3,2,3,323,8,Potential Loyalists
13938,1,71.66,35,4,1,1,411,6,Recent Customers
13939,7,1501.035,23,4,4,4,444,12,Champions
13940,4,839.14,17,5,3,3,533,11,Loyal Customers
13941,15,3325.175,22,4,5,5,455,14,Champions
13942,1,42.075,535,1,1,1,111,3,Lost
13943,1,246.54000000000002,578,1,1,2,112,4,Lost
13944,1,200.43,653,1,1,1,111,3,Lost
13945,2,825.4250000000001,395,2,2,3,223,7,Need Attention
13946,6,911.9350000000001,79,3,4,3,343,10,Loyal Customers
13947,1,90.60000000000001,65,3,1,1,311,5,Promising
13948,4,538.71,361,2,3,3,233,8,At Risk
13949,6,2283.545,3,5,4,4,544,13,Champions
13950,4,687.1,11,5,3,3,533,11,Loyal Customers
13951,3,674.45,176,3,3,3,333,9,Loyal Customers
13952,14,10628.951000000001,218,2,5,5,255,12,At Risk
13953,12,769.0550000000001,7,5,5,3,553,13,Loyal Customers
13954,2,439.92,2,5,2,2,522,9,Recent Customers
13955,3,535.145,154,3,3,3,333,9,Loyal Customers
13956,5,1012.335,5,5,4,3,543,12,Loyal Customers
13957,3,458.25,418,1,3,2,132,6,Need Attention
13958,8,4153.265,380,2,4,5,245,11,At Risk
13959,6,1064.345,79,3,4,4,344,11,Loyal Customers
13960,2,201.495,21,4,2,1,421,7,Recent Customers
13961,1,431.6,392,2,1,2,212,5,Lost
13962,3,362.8,22,4,3,2,432,9,Potential Loyalists
13963,17,2818.87,308,2,5,5,255,12,At Risk
13964,2,428.65,387,2,2,2,222,6,Need Attention
13965,3,563.1,477,1,3,3,133,7,At Risk
13966,1,347.45,435,1,1,2,112,4,Lost
13967,2,163.375,146,3,2,1,321,6,Others
13968,1,123.66,423,1,1,1,111,3,Lost
13969,35,11598.69,7,5,5,5,555,15,Champions
13970,2,414.77500000000003,386,2,2,2,222,6,Need Attention
13971,14,4659.845,19,5,5,5,555,15,Champions
13972,2,190.25,71,3,2,1,321,6,Others
13973,1,238.775,287,2,1,2,212,5,Lost
13974,2,677.72,49,4,2,3,423,9,Recent Customers
13975,12,5221.615,31,4,5,5,455,14,Champions
13976,4,1112.5,207,2,3,4,234,9,At Risk
13977,1,390.66,411,1,1,2,112,4,Lost
13978,2,196.79,15,5,2,1,521,8,Recent Customers
13979,7,3379.93,73,3,4,5,345,12,Loyal Customers
13980,5,760.77,60,3,4,3,343,10,Loyal Customers
13981,1,331.14,416,1,1,2,112,4,Lost
13982,9,3412.415,39,4,5,5,455,14,Champions
13983,21,5147.805,30,4,5,5,455,14,Champions
13984,12,1306.7450000000001,27,4,5,4,454,13,Champions
13985,22,9912.35,4,5,5,5,555,15,Champions
13986,1,281.895,17,5,1,2,512,8,Recent Customers
13987,2,682.54,380,2,2,3,223,7,Need Attention
13988,8,4648.005,20,4,4,5,445,13,Champions
13989,5,1663.215,66,3,4,4,344,11,Loyal Customers
13990,1,311.3,213,2,1,2,212,5,Lost
13991,6,852.88,12,5,4,3,543,12,Loyal Customers
13992,3,214.775,30,4,3,1,431,8,Others
13993,19,5958.92,43,4,5,5,455,14,Champions
13994,6,2266.715,4,5,4,4,544,13,Champions
13995,14,3890.985,15,5,5,5,555,15,Champions
13996,2,760.635,386,2,2,3,223,7,Need Attention
13997,3,376.46,519,1,3,2,132,6,Need Attention
13998,3,566.7,447,1,3,3,133,7,At Risk
13999,29,8610.875,10,5,5,5,555,15,Champions
14000,5,1420.865,211,2,4,4,244,10,At Risk
14001,9,2893.645,46,4,5,5,455,14,Champions
14002,2,529.73,134,3,2,3,323,8,Potential Loyalists
14003,1,209.41,733,1,1,1,111,3,Lost
14004,11,5796.685,43,4,5,5,455,14,Champions
14005,5,1945.82,10,5,4,4,544,13,Champions
14006,7,1603.325,116,3,4,4,344,11,Loyal Customers
14007,1,79.48,513,1,1,1,111,3,Lost
14008,1,509.04,432,1,1,2,112,4,Lost
14009,3,1099.91,198,2,3,4,234,9,At Risk
14010,2,409.375,565,1,2,2,122,5,Need Attention
14011,2,457.82,480,1,2,2,122,5,Need Attention
14012,1,328.8,278,2,1,2,212,5,Lost
14013,5,1082.095,110,3,4,4,344,11,Loyal Customers
14014,3,1444.405,77,3,3,4,334,10,Loyal Customers
14015,1,656.4000000000001,53,4,1,3,413,8,Recent Customers
14016,11,9147.56,162,3,5,5,355,13,Loyal Customers
14017,1,229.75,571,1,1,1,111,3,Lost
14018,1,337.425,645,1,1,2,112,4,Lost
14019,3,1250.785,47,4,3,4,434,11,Loyal Customers
14020,4,1249.01,17,5,3,4,534,12,Loyal Customers
14021,7,1618.48,155,3,4,4,344,11,Loyal Customers
14022,2,792.15,225,2,2,3,223,7,Need Attention
14023,2,581.595,7,5,2,3,523,10,Recent Customers
14024,3,645.74,122,3,3,3,333,9,Loyal Customers
14025,8,3076.4700000000003,465,1,4,5,145,10,At Risk
14026,2,713.11,471,1,2,3,123,6,Need Attention
14027,1,104.82,61,3,1,1,311,5,Promising
14028,3,378.675,550,1,3,2,132,6,Need Attention
14029,2,401.83500000000004,63,3,2,2,322,7,Potential Loyalists
14030,20,6764.49,18,5,5,5,555,15,Champions
14031,44,20193.33,7,5,5,5,555,15,Champions
14032,16,4180.035,2,5,5,5,555,15,Champions
14033,1,42.075,555,1,1,1,111,3,Lost
14034,3,582.315,22,4,3,3,433,10,Loyal Customers
14035,9,2389.335,29,4,5,4,454,13,Champions
14036,1,626.65,285,2,1,3,213,6,Others
14037,6,764.275,176,3,4,3,343,10,Loyal Customers
14038,5,3000.18,78,3,4,5,345,12,Loyal Customers
14039,2,205.51,33,4,2,1,421,7,Recent Customers
14040,35,11522.435,41,4,5,5,455,14,Champions
14041,1,141.41,266,2,1,1,211,4,Lost
14042,1,384.055,725,1,1,2,112,4,Lost
14043,2,302.59999999999997,491,1,2,2,122,5,Need Attention
14044,10,3033.015,27,4,5,5,455,14,Champions
14045,16,1548.7,109,3,5,4,354,12,Loyal Customers
14046,1,154.99,284,2,1,1,211,4,Lost
14047,14,3193.15,9,5,5,5,555,15,Champions
14048,3,748.69,305,2,3,3,233,8,At Risk
14049,13,12101.825,17,5,5,5,555,15,Champions
14050,2,746.36,32,4,2,3,423,9,Recent Customers
14051,37,11118.405,1,5,5,5,555,15,Champions
14052,2,466.66,20,4,2,2,422,8,Recent Customers
14053,4,278.3,124,3,3,2,332,8,Potential Loyalists
14054,1,92.46000000000001,65,3,1,1,311,5,Promising
14055,3,981.02,106,3,3,3,333,9,Loyal Customers
14056,23,8095.45,1,5,5,5,555,15,Champions
14057,22,7271.845,24,4,5,5,455,14,Champions
14058,2,464.46500000000003,463,1,2,2,122,5,Need Attention
14059,1,174.675,267,2,1,1,211,4,Lost
14060,30,6295.64,5,5,5,5,555,15,Champions
14061,3,506.425,507,1,3,2,132,6,Need Attention
14062,24,10678.385,10,5,5,5,555,15,Champions
14063,9,1614.8400000000001,438,1,5,4,154,10,At Risk
14064,15,2728.985,29,4,5,5,455,14,Champions
14065,3,882.095,389,2,3,3,233,8,At Risk
14066,1,152.55,267,2,1,1,211,4,Lost
14067,2,374.7,64,3,2,2,322,7,Potential Loyalists
14068,4,1516.72,320,2,3,4,234,9,At Risk
14069,2,225.81,515,1,2,1,121,4,Lost
14070,1,321.6,685,1,1,2,112,4,Lost
14071,8,1437.57,4,5,4,4,544,13,Champions
14072,1,374.5,667,1,1,2,112,4,Lost
14073,1,151.04,32,4,1,1,411,6,Recent Customers
14074,1,201.475,623,1,1,1,111,3,Lost
14075,6,1625.825,5,5,4,4,544,13,Champions
14076,1,118.67,129,3,1,1,311,5,Promising
14077,6,566.51,41,4,4,3,443,11,Loyal Customers
14078,9,1173.97,102,3,5,4,354,12,Loyal Customers
14079,2,275.125,125,3,2,2,322,7,Potential Loyalists
14080,5,1073.98,33,4,4,4,444,12,Champions
14081,10,4867.57,302,2,5,5,255,12,At Risk
14082,2,413.36,365,2,2,2,222,6,Need Attention
14083,11,1082.19,4,5,5,4,554,14,Champions
14084,1,150.5,512,1,1,1,111,3,Lost
14085,33,9693.695,2,5,5,5,555,15,Champions
14086,1,39.95,463,1,1,1,111,3,Lost
14087,3,829.47,3,5,3,3,533,11,Loyal Customers
14088,16,26103.725000000002,10,5,5,5,555,15,Champions
14089,1,158.75,57,4,1,1,411,6,Recent Customers
14090,1,42.075,325,2,1,1,211,4,Lost
14091,2,546.975,654,1,2,3,123,6,Need Attention
14092,24,7010.925,8,5,5,5,555,15,Champions
14093,1,433.86,12,5,1,2,512,8,Recent Customers
14094,1,301.345,440,1,1,2,112,4,Lost
14095,1,2.95,723,1,1,1,111,3,Lost
14096,17,49294.365,4,5,5,5,555,15,Champions
14097,2,422.86,481,1,2,2,122,5,Need Attention
14098,1,128.225,37,4,1,1,411,6,Recent Customers
14099,20,5564.645,16,5,5,5,555,15,Champions
14100,1,191.95,138,3,1,1,311,5,Promising
14101,13,3390.3100000000004,74,3,5,5,355,13,Loyal Customers
14102,5,971.9300000000001,5,5,4,3,543,12,Loyal Customers
14104,5,700.605,155,3,4,3,343,10,Loyal Customers
14105,5,5624.12,239,2,4,5,245,11,At Risk
14106,1,42.075,737,1,1,1,111,3,Lost
14107,11,4745.825,52,4,5,5,455,14,Champions
14108,4,1003.11,31,4,3,3,433,10,Loyal Customers
14109,1,144.2,73,3,1,1,311,5,Promising
14110,33,8855.505000000001,4,5,5,5,555,15,Champions
14111,4,330.75,14,5,3,2,532,10,Potential Loyalists
14112,13,5721.115,23,4,5,5,455,14,Champions
14113,16,3279.11,4,5,5,5,555,15,Champions
14114,7,1315.54,274,2,4,4,244,10,At Risk
14115,2,527.495,502,1,2,3,123,6,Need Attention
14116,5,1327.81,20,4,4,4,444,12,Champions
14117,1,90.0,144,3,1,1,311,5,Promising
14118,1,400.625,429,1,1,2,112,4,Lost
14119,2,183.37,376,2,2,1,221,5,Lost
14121,4,2712.99,4,5,3,5,535,13,Loyal Customers
14122,3,302.79,406,2,3,2,232,7,Need Attention
14123,1,436.18,733,1,1,2,112,4,Lost
14124,1,174.305,84,3,1,1,311,5,Promising
14125,3,2714.905,11,5,3,5,535,13,Loyal Customers
14126,4,847.98,8,5,3,3,533,11,Loyal Customers
14127,6,1900.0800000000002,123,3,4,4,344,11,Loyal Customers
14128,3,924.21,61,3,3,3,333,9,Loyal Customers
14129,9,2520.33,2,5,5,5,555,15,Champions
14130,4,1713.63,319,2,3,4,234,9,At Risk
14131,1,168.22,649,1,1,1,111,3,Lost
14132,11,3435.815,2,5,5,5,555,15,Champions
14133,4,887.915,130,3,3,3,333,9,Loyal Customers
14134,15,6608.650000000001,383,2,5,5,255,12,At Risk
14135,24,5497.0650000000005,2,5,5,5,555,15,Champions
14136,5,1570.81,401,2,4,4,244,10,At Risk
14137,1,281.175,696,1,1,2,112,4,Lost
14138,2,900.0300000000001,2,5,2,3,523,10,Recent Customers
14139,4,1067.675,46,4,3,4,434,11,Loyal Customers
14140,2,935.05,4,5,2,3,523,10,Recent Customers
14141,4,869.5300000000001,3,5,3,3,533,11,Loyal Customers
14142,2,671.34,373,2,2,3,223,7,Need Attention
14143,1,115.8,134,3,1,1,311,5,Promising
14144,1,30.6,486,1,1,1,111,3,Lost
14145,7,1022.5500000000001,47,4,4,3,443,11,Loyal Customers
14146,12,8236.305,9,5,5,5,555,15,Champions
14147,9,982.5250000000001,78,3,5,3,353,11,Loyal Customers
14148,2,295.44,234,2,2,2,222,6,Need Attention
14149,1,446.62,221,2,1,2,212,5,Lost
14150,2,496.46500000000003,36,4,2,2,422,8,Recent Customers
14151,2,679.45,673,1,2,3,123,6,Need Attention
14152,7,1964.415,75,3,4,4,344,11,Loyal Customers
14153,1,233.39999999999998,483,1,1,1,111,3,Lost
14154,8,5181.465,239,2,4,5,245,11,At Risk
14155,1,118.75,266,2,1,1,211,4,Lost
14156,156,99908.675,10,5,5,5,555,15,Champions
14157,5,978.69,20,4,4,3,443,11,Loyal Customers
14158,1,507.65999999999997,40,4,1,2,412,7,Recent Customers
14159,20,7585.6,20,4,5,5,455,14,Champions
14160,7,3596.77,610,1,4,5,145,10,At Risk
14161,7,2967.555,216,2,4,5,245,11,At Risk
14162,2,289.36,174,3,2,2,322,7,Potential Loyalists
14163,5,1595.71,87,3,4,4,344,11,Loyal Customers
14164,2,879.3000000000001,71,3,2,3,323,8,Potential Loyalists
14165,1,120.44,276,2,1,1,211,4,Lost
14166,2,251.15,505,1,2,2,122,5,Need Attention
14167,8,1274.29,39,4,4,4,444,12,Champions
14168,2,310.525,421,1,2,2,122,5,Need Attention
14169,2,621.51,431,1,2,3,123,6,Need Attention
14170,3,570.18,375,2,3,3,233,8,At Risk
14171,2,439.165,98,3,2,2,322,7,Potential Loyalists
14172,3,369.02,605,1,3,2,132,6,Need Attention
14173,6,453.55,11,5,4,2,542,11,Potential Loyalists
14174,1,134.46,33,4,1,1,411,6,Recent Customers
14175,8,7238.58,60,3,4,5,345,12,Loyal Customers
14176,5,717.1750000000001,297,2,4,3,243,9,At Risk
14177,13,1971.04,86,3,5,4,354,12,Loyal Customers
14178,7,1582.935,9,5,4,4,544,13,Champions
14179,2,701.57,41,4,2,3,423,9,Recent Customers
14180,33,5638.4,11,5,5,5,555,15,Champions
14181,2,308.35,411,1,2,2,122,5,Need Attention
14182,4,618.845,444,1,3,3,133,7,At Risk
14183,2,278.34000000000003,411,1,2,2,122,5,Need Attention
14184,1,452.89,67,3,1,2,312,6,Promising
14185,1,74.725,331,2,1,1,211,4,Lost
14186,5,1550.63,427,1,4,4,144,9,At Risk
14187,1,123.5,474,1,1,1,111,3,Lost
14188,6,1980.335,31,4,4,4,444,12,Champions
14189,16,5262.035,2,5,5,5,555,15,Champions
14190,1,42.075,666,1,1,1,111,3,Lost
14191,15,4646.485,2,5,5,5,555,15,Champions
14192,1,289.915,388,2,1,2,212,5,Lost
14193,3,1178.265,68,3,3,4,334,10,Loyal Customers
14194,36,17787.88,5,5,5,5,555,15,Champions
14195,6,670.9250000000001,202,2,4,3,243,9,At Risk
14196,1,174.87,107,3,1,1,311,5,Promising
14197,1,390.05,411,1,1,2,112,4,Lost
14198,9,1569.73,18,5,5,4,554,14,Champions
14199,4,561.0,218,2,3,3,233,8,At Risk
14200,1,379.2,617,1,1,2,112,4,Lost
14201,10,1078.76,60,3,5,4,354,12,Loyal Customers
14202,3,693.835,381,2,3,3,233,8,At Risk
14203,1,290.89,397,2,1,2,212,5,Lost
14204,4,964.905,2,5,3,3,533,11,Loyal Customers
14205,9,2233.45,17,5,5,4,554,14,Champions
14206,3,1176.085,239,2,3,4,234,9,At Risk
14207,1,84.15,688,1,1,1,111,3,Lost
14208,2,567.05,95,3,2,3,323,8,Potential Loyalists
14209,15,4719.12,11,5,5,5,555,15,Champions
14210,16,5530.395,106,3,5,5,355,13,Loyal Customers
14211,18,4214.265,53,4,5,5,455,14,Champions
14212,2,883.575,90,3,2,3,323,8,Potential Loyalists
14213,1,210.375,405,2,1,1,211,4,Lost
14214,5,1004.38,31,4,4,3,443,11,Loyal Customers
14215,9,3186.005,12,5,5,5,555,15,Champions
14216,5,1573.49,3,5,4,4,544,13,Champions
14217,23,3033.06,2,5,5,5,555,15,Champions
14218,1,169.48000000000002,43,4,1,1,411,6,Recent Customers
14219,3,633.83,4,5,3,3,533,11,Loyal Customers
14220,4,1015.9200000000001,247,2,3,3,233,8,At Risk
14221,17,6178.865,42,4,5,5,455,14,Champions
14222,1,683.17,177,3,1,3,313,7,Promising
14223,3,991.13,92,3,3,3,333,9,Loyal Customers
14224,9,1690.535,110,3,5,4,354,12,Loyal Customers
14225,4,1854.98,435,1,3,4,134,8,At Risk
14226,6,2285.19,29,4,4,4,444,12,Champions
14227,15,6313.735,26,4,5,5,455,14,Champions
14228,3,706.575,438,1,3,3,133,7,At Risk
14229,7,1832.7900000000002,52,4,4,4,444,12,Champions
14230,3,878.985,436,1,3,3,133,7,At Risk
14231,4,1197.795,184,3,3,4,334,10,Loyal Customers
14232,5,2029.395,43,4,4,4,444,12,Champions
14233,7,1942.92,49,4,4,4,444,12,Champions
14234,4,751.195,22,4,3,3,433,10,Loyal Customers
14235,9,3493.255,75,3,5,5,355,13,Loyal Customers
14236,5,973.015,81,3,4,3,343,10,Loyal Customers
14237,2,462.21500000000003,373,2,2,2,222,6,Need Attention
14238,3,316.675,326,2,3,2,232,7,Need Attention
14239,21,4135.97,43,4,5,5,455,14,Champions
14240,3,1203.69,30,4,3,4,434,11,Loyal Customers
14241,2,273.52500000000003,184,3,2,2,322,7,Potential Loyalists
14242,2,280.55,235,2,2,2,222,6,Need Attention
14243,17,6782.2,9,5,5,5,555,15,Champions
14244,1,329.61,661,1,1,2,112,4,Lost
14245,2,1693.45,220,2,2,4,224,8,Need Attention
14246,3,1474.06,111,3,3,4,334,10,Loyal Customers
14247,5,753.56,278,2,4,3,243,9,At Risk
14248,3,810.65,318,2,3,3,233,8,At Risk
14249,12,4957.486,411,1,5,5,155,11,At Risk
14250,3,1904.05,7,5,3,4,534,12,Loyal Customers
14251,5,2079.465,2,5,4,4,544,13,Champions
14252,1,173.065,381,2,1,1,211,4,Lost
14253,2,275.425,493,1,2,2,122,5,Need Attention
14254,1,474.13,433,1,1,2,112,4,Lost
14255,1,42.075,546,1,1,1,111,3,Lost
14256,5,2420.515,260,2,4,5,245,11,At Risk
14257,9,4911.8,64,3,5,5,355,13,Loyal Customers
14258,25,12204.35,9,5,5,5,555,15,Champions
14259,1,120.0,142,3,1,1,311,5,Promising
14260,3,824.28,471,1,3,3,133,7,At Risk
14261,2,1107.79,51,4,2,4,424,10,Recent Customers
14262,8,2514.985,8,5,4,5,545,14,Champions
14263,1,322.93,423,1,1,2,112,4,Lost
14264,6,1511.835,155,3,4,4,344,11,Loyal Customers
14265,4,1373.35,109,3,3,4,334,10,Loyal Customers
14266,1,40.56,428,1,1,1,111,3,Lost
14267,3,1386.465,163,3,3,4,334,10,Loyal Customers
14268,1,354.85,471,1,1,2,112,4,Lost
14269,1,295.73,439,1,1,2,112,4,Lost
14270,1,492.65000000000003,332,2,1,2,212,5,Lost
14271,2,214.18,226,2,2,1,221,5,Lost
14272,4,920.81,74,3,3,3,333,9,Loyal Customers
14273,4,559.97,51,4,3,3,433,10,Loyal Customers
14274,1,256.6,686,1,1,2,112,4,Lost
14275,6,617.1650000000001,396,2,4,3,243,9,At Risk
14276,7,2099.905,99,3,4,4,344,11,Loyal Customers
14277,9,6480.175,15,5,5,5,555,15,Champions
14278,1,196.905,410,2,1,1,211,4,Lost
14279,2,126.22500000000001,521,1,2,1,121,4,Lost
14280,1,134.04,197,2,1,1,211,4,Lost
14281,1,199.625,408,2,1,1,211,4,Lost
14282,25,5016.01,3,5,5,5,555,15,Champions
14283,4,628.44,463,1,3,3,133,7,At Risk
14284,3,1279.7,31,4,3,4,434,11,Loyal Customers
14285,8,1820.24,21,4,4,4,444,12,Champions
14286,7,8195.15,24,4,4,5,445,13,Champions
14287,3,176.63,8,5,3,1,531,9,Others
14288,1,387.225,213,2,1,2,212,5,Lost
14289,6,854.7850000000001,9,5,4,3,543,12,Loyal Customers
14290,8,3417.2000000000003,11,5,4,5,545,14,Champions
14291,23,7774.2,2,5,5,5,555,15,Champions
14292,16,4701.610000000001,8,5,5,5,555,15,Champions
14293,9,2501.76,3,5,5,5,555,15,Champions
14294,1,375.34000000000003,407,2,1,2,212,5,Lost
14295,5,1791.9350000000002,40,4,4,4,444,12,Champions
14296,2,456.4,421,1,2,2,122,5,Need Attention
14297,4,1287.405,18,5,3,4,534,12,Loyal Customers
14298,82,73753.96,8,5,5,5,555,15,Champions
14299,27,8111.935,8,5,5,5,555,15,Champions
14300,1,43.2,19,5,1,1,511,7,Recent Customers
14301,4,1497.46,117,3,3,4,334,10,Loyal Customers
14302,3,573.325,431,1,3,3,133,7,At Risk
14303,2,277.94,407,2,2,2,222,6,Need Attention
14304,3,1708.635,223,2,3,4,234,9,At Risk
14305,3,1831.7350000000001,71,3,3,4,334,10,Loyal Customers
14306,6,1415.5,51,4,4,4,444,12,Champions
14307,10,4224.045,89,3,5,5,355,13,Loyal Customers
14308,2,84.15,549,1,2,1,121,4,Lost
14309,11,3423.3450000000003,8,5,5,5,555,15,Champions
14310,1,492.1,433,1,1,2,112,4,Lost
14311,2,499.125,243,2,2,2,222,6,Need Attention
14312,11,3066.3650000000002,47,4,5,5,455,14,Champions
14314,2,172.35,107,3,2,1,321,6,Others
14315,8,3025.67,45,4,4,5,445,13,Champions
14316,5,858.255,422,1,4,3,143,8,At Risk
14317,1,484.65500000000003,65,3,1,2,312,6,Promising
14318,1,158.02,460,1,1,1,111,3,Lost
14319,1,494.85,424,1,1,2,112,4,Lost
14320,5,1346.75,207,2,4,4,244,10,At Risk
14321,7,2176.735,11,5,4,4,544,13,Champions
14322,4,365.725,429,1,3,2,132,6,Need Attention
14323,2,605.0600000000001,115,3,2,3,323,8,Potential Loyalists
14324,2,698.6850000000001,410,2,2,3,223,7,Need Attention
14325,1,245.48000000000002,570,1,1,2,112,4,Lost
14326,3,923.0550000000001,242,2,3,3,233,8,At Risk
14327,6,1844.155,163,3,4,4,344,11,Loyal Customers
14328,1,42.075,438,1,1,1,111,3,Lost
14329,15,9736.765,17,5,5,5,555,15,Champions
14330,1,200.63,624,1,1,1,111,3,Lost
14331,2,462.66,124,3,2,2,322,7,Potential Loyalists
14332,5,1669.3700000000001,23,4,4,4,444,12,Champions
14333,1,339.425,68,3,1,2,312,6,Promising
14334,12,4243.755,17,5,5,5,555,15,Champions
14335,2,454.86,16,5,2,2,522,9,Recent Customers
14336,4,1609.06,17,5,3,4,534,12,Loyal Customers
14338,3,901.25,161,3,3,3,333,9,Loyal Customers
14339,2,572.57,243,2,2,3,223,7,Need Attention
14340,1,134.7,219,2,1,1,211,4,Lost
14341,18,4389.5,45,4,5,5,455,14,Champions
14342,6,652.655,21,4,4,3,443,11,Loyal Customers
14343,4,1079.66,421,1,3,4,134,8,At Risk
14344,20,2913.55,127,3,5,5,355,13,Loyal Customers
14345,1,108.98,39,4,1,1,411,6,Recent Customers
14346,5,2272.825,121,3,4,4,344,11,Loyal Customers
14347,1,82.60000000000001,737,1,1,1,111,3,Lost
14348,1,356.02,260,2,1,2,212,5,Lost
14349,1,133.5,10,5,1,1,511,7,Recent Customers
14350,3,972.03,274,2,3,3,233,8,At Risk
14351,1,42.075,165,3,1,1,311,5,Promising
14352,4,1047.46,157,3,3,3,333,9,Loyal Customers
14353,3,376.5,215,2,3,2,232,7,Need Attention
14354,2,163.62,6,5,2,1,521,8,Recent Customers
14355,3,840.0500000000001,366,2,3,3,233,8,At Risk
14356,2,605.98,80,3,2,3,323,8,Potential Loyalists
14357,1,225.12,43,4,1,1,411,6,Recent Customers
14358,2,396.235,389,2,2,2,222,6,Need Attention
14359,3,912.1800000000001,19,5,3,3,533,11,Loyal Customers
14360,4,2058.755,32,4,3,4,434,11,Loyal Customers
14361,1,214.71,579,1,1,1,111,3,Lost
14362,1,151.5,22,4,1,1,411,6,Recent Customers
14363,2,190.695,402,2,2,1,221,5,Lost
14364,8,1786.2,109,3,4,4,344,11,Loyal Customers
14365,2,634.68,395,2,2,3,223,7,Need Attention
14366,1,42.075,525,1,1,1,111,3,Lost
14367,16,8469.460000000001,8,5,5,5,555,15,Champions
14368,1,155.0,320,2,1,1,211,4,Lost
14369,2,458.105,642,1,2,2,122,5,Need Attention
14370,6,940.205,451,1,4,3,143,8,At Risk
14371,1,100.5,295,2,1,1,211,4,Lost
14372,2,798.4300000000001,443,1,2,3,123,6,Need Attention
14373,1,76.55,358,2,1,1,211,4,Lost
14374,1,108.0,541,1,1,1,111,3,Lost
14375,3,1106.82,185,3,3,4,334,10,Loyal Customers
14376,1,215.46,683,1,1,1,111,3,Lost
14377,2,371.225,191,2,2,2,222,6,Need Attention
14378,1,131.25,622,1,1,1,111,3,Lost
14379,4,1183.4850000000001,44,4,3,4,434,11,Loyal Customers
14380,1,42.075,682,1,1,1,111,3,Lost
14381,2,625.94,52,4,2,3,423,9,Recent Customers
14382,2,1193.6299999999999,26,4,2,4,424,10,Recent Customers
14383,3,1134.765,38,4,3,4,434,11,Loyal Customers
14384,1,58.5,501,1,1,1,111,3,Lost
14385,3,202.10999999999999,9,5,3,1,531,9,Others
14386,1,142.4,297,2,1,1,211,4,Lost
14387,3,1685.5900000000001,33,4,3,4,434,11,Loyal Customers
14388,16,6367.875,10,5,5,5,555,15,Champions
14389,5,1757.9850000000001,65,3,4,4,344,11,Loyal Customers
14390,13,5472.715,10,5,5,5,555,15,Champions
14391,1,135.6,577,1,1,1,111,3,Lost
14392,1,248.775,432,1,1,2,112,4,Lost
14393,1,67.95,218,2,1,1,211,4,Lost
14394,1,93.8,565,1,1,1,111,3,Lost
14395,20,7793.905,2,5,5,5,555,15,Champions
14396,7,1969.38,65,3,4,4,344,11,Loyal Customers
